# k[h/Mpc]   P_delta,delta   P_delta,theta   P_theta,theta 
0.00022603559969456926   978.5390419295234    978.5380162138337   978.5369921069824
0.00022782243148815234   985.9450530356556    985.9440031507403   985.9429549259862
0.0002296233883481535   993.4068228666833    993.4057482433518   993.4046753331396
0.0002314385819344964   1000.9247645396977    1000.9236645953677   1000.9225664188018
0.00023326812478978605   1008.4992940247281    1008.4981681631103   1008.4970441256426
0.00023511213034628736   1016.1308302837245    1016.129677894501   1016.1285273876096
0.00023697071293295708   1023.8197952913899    1023.8186157498851   1023.8174381507476
0.00023884398778253294   1031.5666140558462    1031.565406722689   1031.5642013938461
0.00024073207103867788   1039.37171463947    1039.3704788602477   1039.3692451492611
0.00024263507976318065   1047.2355281798189    1047.2342632847262   1047.2330005238246
0.00024455313194321444   1055.158488910791    1055.1571942142655   1055.1559017199886
0.0002464863464986513   1063.1410341837943    1063.1397089841491   1063.138386056976
0.0002484348432894358   1071.1836044890981    1071.182248068142   1071.180893992117
0.000250398743123016   1079.2866434773832    1079.2852551000308   1079.2838691423776
0.0002523781677618341   1087.4505979764594    1087.4491768903392   1087.447758301065
0.00025437323993087477   1095.6759175156074    1095.6744629506525   1095.6730109621465
0.00025638408332527546   1103.9630538986073    1103.961565066642   1103.9600788932635
0.0002584108226179942   1112.3124620309816    1112.3109381252973   1112.309416962952
0.0002604535834675405   1120.7246000403384    1120.7230402352584   1120.7214832609668
0.0002625124925257653   1129.1999292978044    1129.1983327482383   1129.1967391196922
0.0002645876774457142   1137.7389144395754    1137.7372802805633   1137.7356491356757
0.00026667926688954126   1146.3420233886118    1146.3403507348576   1146.3386811912958
0.00026878739053648687   1155.0097273764688    1155.0080153218648   1155.006306476577
0.0002709121790909171   1163.7425009652534    1163.7407485823899   1163.738999511121
0.00027305376429042835   1172.5408220696852    1172.5390284093517   1172.5372381661443
0.00027521227891401384   1181.4051719793179    1181.4033360699907   1181.40150368668
0.0002773878567902973   1190.3360353809064    1190.3341562282274   1190.3322807139173
0.00027958063280582996   1199.3339003702276    1199.331976956465   1199.330057296998
0.0002817907429134525   1208.399258365835    1208.3972896493376   1208.3953248067503
0.0002840183241407261   1217.5326041722828    1217.5305890869186   1217.5285779988822
0.00028626351459842635   1226.7344360746238    1226.7323735292043   1226.7303151084566
0.00028852645348910764   1236.0052558623845    1236.0031447400804   1236.00103787384
0.00029080728111573244   1245.3455688526142    1245.34340801035   1245.3412515597197
0.0002931061388903714   1254.7558839130575    1254.753672180899   1254.7514649802552
0.0002954231693429698   1264.2367134854624    1264.2344496659848   1264.2321905223494
0.00029775851613018554   1273.7885736089881    1273.7862564766338   1273.7839441690357
0.00030011232404429476   1283.411983943807    1283.409612244222   1283.4072455230423
0.00030248473902217023   1293.1074677948195    1293.1050402441824   1293.1026178304824
0.0003048759081543282   1302.8755521354794    1302.8730674198075   1302.8705880046427
0.0003072859796940492   1312.7167676314252    1312.7142244058696   1312.7116866495887
0.00030971510306656907   1322.6316479818256    1322.6290448699474   1322.626447401474
0.0003121634288783439   1332.6207284954976    1332.6180640885325   1332.6154055046347
0.0003146311089263868   1342.6845477556021    1342.6818206117039   1342.6790994762428
0.0003171182962076805   1352.8236480365408    1352.820856680006   1352.8180715231665
0.00031962514492866274   1363.0385753268574    1363.0357182473326   1363.0328675648361
0.0003221518105147864   1373.3298793521599    1373.3269550038299   1373.3240372561286
0.00032469844962015735   1383.6981135982362    1383.6951203989943   1383.692134010447
0.0003272652201372457   1394.1438353342405    1394.1407716648384   1394.1377150228664
0.00032985228120667616   1404.6676056360375    1404.6644698392147   1404.6613412934394
0.0003324597932270941   1415.2699894095708    1415.2667797891663   1415.2635776505256
0.000335087917865111   1425.9515554144987    1425.948270234539   1425.9449927743829
0.0003377368180653271   1436.7128762878283    1436.709513771596   1436.7061592207626
0.0003404066580604347   1447.554528562144    1447.5510868912233   1447.5476534390923
0.0003430976033814002   1458.477092566341    1458.4735698796446   1458.4700556731684
0.00034580982086772723   1469.481152444855    1469.4775468376222   1469.4739499803354
0.00034854347867780067   1480.5672963015866    1480.563605824364   1480.5599243753709
0.00035129874629931287   1491.7361162295663    1491.7323388871603   1491.7285708600957
0.0003540757945597712   1502.9882083351615    1502.9843420855705   1502.980485447539
0.00035687479563709036   1514.3241727624377    1514.3202155157542   1514.3162681862436
0.00035969592307026654   1525.7446137175818    1525.740563334874   1525.7365231846445
0.0003625393517701378   1537.2501394935034    1537.2459937856675   1537.2418586356134
0.0003654052580302278   1548.841362494565    1548.8371192211525   1548.8328868411386
0.0003682938195376764   1560.518899261329    1560.5145561293455   1560.5102242370167
0.00037120521538425676   1572.2833704955347    1572.2789251582103   1572.2744914177722
0.00037413962607747795   1584.1354010851496    1584.130851140683   1584.1263131616565
0.0003770972335517778   1596.075619733498    1596.070962723771   1596.0663180597169
0.00038007822117980185   1608.1046572798982    1608.099890689164   1608.0951368363837
0.0003830827737837733   1620.2231480642881    1620.2182693178286   1620.2134037140313
0.0003861110776469512   1632.4317306166897    1632.4267370794355   1632.4217571023732
0.00038916332052518125   1644.7310476813116    1644.7259366564351   1644.7208396225037
0.00039223969165853514   1657.121746240616    1657.1165149680864   1657.1112981308977
0.0003953403817830454   1669.6044775392622    1669.5991231943713   1669.593783743289
0.0003984655831425291   1682.1798971082949    1682.1744168001462   1682.168951858788
0.00040161548950050883   1694.8486647893067    1694.843055559269   1694.8374621839776
0.00040479029615222463   1707.6114447588666    1707.605703578994   1707.599978757269
0.00040799019993674376   1720.468905552789    1720.4630293242021   1720.4571699730948
0.00041121539924916323   1733.4217200907804    1733.4157056420102   1733.4097086064855
0.00041446609405291194   1746.4705656887543    1746.4644097740495   1746.458271825307
0.000417742485892147   1759.6161232918403    1759.6098225894352   1759.6035404231943
0.00042104477790425103   1772.8590769831892    1772.8526280935355   1772.846198328283
0.00042437317483242515   1786.2001151475392    1786.1935145914929   1786.1869337666863
0.0004277278830383846   1799.639930608689    1799.6331748256505   1799.626439399881
0.00043110911051515236   1813.1792206532502    1813.1723059992712   1813.165412348381
0.0004345170668999548   1826.8186870545996    1826.8116098004355   1826.804554215594
0.0004379519634872199   1840.5590360967249    1840.5517924258447   1840.5445711115801
0.0004414140132416766   1854.4009785983476    1854.3935646049042   1854.386173677087
0.0004449034308115599   1868.3452299369676    1868.3376416237115   1868.3300771074946
0.00044842043254191753   1882.3925100730278    1882.3847433491817   1882.3770011768925
0.0004519652364880254   1896.5435435742    1896.535594253274   1896.5276702622548
0.0004555380624289051   1910.7990596396314    1910.7909234371975   1910.782813367601
0.0004591391318809519   1925.15979188314    1925.1514644145493   1925.1431639070788
0.0004627686681116675   1939.6264763455058    1939.6179531235648   1939.6094577171762
0.0004664268961535041   1954.1998524741355    1954.1911289067232   1954.1824340362655
0.0004701140428178148   1968.8806643207574    1968.8717357083842   1968.862836702184
0.00047383033670891797   1983.6696605758625    1983.6605221091716   1983.65141418656
0.0004775760082382685   1998.5675945911591    1998.5582413483692   1998.5489196171545
0.0004813512896387457   2013.575224402397    2013.5656513466872   2013.556110800564
0.00048515641497904997   2028.693312751965    2028.6835147287977   2028.673750244703
0.0004889916201782163   2043.9226271116645    2043.9125988460485   2043.9026051814524
0.0004928571430202411   2059.2639397055327    2059.2536757992216   2059.2434475893547
0.0004967532231688241   2074.7180275325554    2074.7075224611804   2074.697054216201
0.0005006801021822286   2090.2856723896184    2090.2749204997585   2090.2642066018548
0.0005046380235282575   2105.967660892565    2105.956656398745   2105.9456910991653
0.0005086272325993492   2121.7647836080055    2121.753520589633   2121.7422980056567
0.0005126479767277904   2137.6778335822887    2137.6663059805255   2137.6548200923735
0.0005167005052010531   2153.7076082680437    2153.6958098825985   2153.6840545302603
0.0005207850692772481   2169.8549099190072    2169.8428344048507   2169.830803284835
0.0005249019222007052   2186.1205456110524    2186.108186475053   2186.0958731370706
0.0005290513192176724   2202.5053272631717    2202.4926778606614   2202.4800757042235
0.0005332335175921433   2219.0100716585366    2218.9971251897923   2218.984227460735
0.0005374487766218059   2235.6356004654235    2235.6223499720695   2235.6091497590023
0.0005416973576541204   2252.3827402582565    2252.369178619581   2252.3556688502445
0.0005459795241025213   2269.2523225386067    2269.238442467797   2269.224615905343
0.000550295541462751   2286.24518375618    2286.23097779647   2286.2168270356588
0.0005546456773293197   2303.362165329751    2303.3476258504797   2303.33314331378
0.000559030201412095   2320.6041135993323    2320.5892327919105   2320.5744107255255
0.0005634493855530266   2337.971878658592    2337.9566485323853   2337.9414790021797
0.0005679035037429992   2355.4663144941214    2355.4507268722405   2355.435201759588
0.0005723928321388198   2373.0882800352297    2373.0723265502115   2373.0564375477275
0.0005769176490803404   2390.838639209312    2390.822311298709   2390.8060499058956
0.0005814782351077132   2408.7182609614347    2408.701549863295   2408.684907382081
0.0005860748729787873   2426.7280192737317    2426.7109160219784   2426.6938835521587
0.000590707847686637   2444.8687931849804    2444.8512886046897   2444.833857039262
0.0005953774464772338   2463.1414668099114    2463.1235515124745   2463.105711532865
0.0006000839588672523   2481.546929358627    2481.528593736805   2481.510335807988
0.0006048276766620245   2500.086075155937    2500.0673093788   2500.04862374431
0.0006096088939736293   2518.7598036606373    2518.7405976683926   2518.7214743452137
0.0006144279072391283   2537.569019484725    2537.549362983422   2537.5297917567614
0.0006192850152389435   2556.514631236793    2556.4945136929127   2556.4744841108777
0.0006241805191153847   2575.597547408805    2575.5769580437664   2575.5564594119355
0.0006291147223913179   2594.8186800326744    2594.797607817184   2594.7766291930366
0.0006340879309889859   2614.1789461290728    2614.1573797773344   2614.135909964539
0.0006391004532489722   2633.6792677222807    2633.657195686074   2633.635223228653
0.0006441525999493222   2653.3205718545632    2653.29798231718   2653.2754954935317
0.0006492446843248093   2673.103790600697    2673.080671470748   2673.057658287534
0.000654377022086356   2693.0298610821387    2693.006199987216   2692.9826481731234
0.0006595499314406088   2713.09972548121    2713.0755097613996   2713.0514067607437
0.0006647637331096645   2733.3143310551277    2733.2895477563825   2733.2648807225664
0.0006700187503509589   2753.6746301499    2753.6492660172466   2753.624021806088
0.0006753153089773061   2774.1815802140645    2774.155621684683   2774.129786847572
0.0006806537373771007   2794.8361437965646    2794.809576992674   2794.78313776958
0.0006860343665346753   2815.6392878557217    2815.61209857734   2815.5850408896736
0.0006914575300508254   2836.5919834651963    2836.564157182722   2836.5364666260252
0.0006969235641634903   2857.695206727972    2857.6667285745925   2857.6383904110685
0.0007024328077686008   2878.94993886093    2878.9207936248627   2878.8917927757257
0.0007079856024410892   2900.357166206731    2900.3273383232763   2900.2976593609355
0.0007135822924560697   2921.917880245571    2921.887353788989   2921.8569809290516
0.0007192232248101821   2943.633077606778    2943.601836281986   2943.570753375075
0.0007249087492431069   2965.5037600802084    2965.4717872142805   2965.4399777376734
0.0007306392182592456   2987.5309346275376    2987.4982131610122   2987.4656602100877
0.0007364149871495811   3009.7156133932544    3009.682125871254   3009.6488121507487
0.0007422364140137029   3032.0588137155733    3032.0245422787098   3031.9904500937587
0.0007481038597820108   3054.5615581371485    3054.5264845122288   3054.4915957592425
0.00075401768823809   3077.2248735407734    3077.188979031301   3077.153275188607
0.0007599782660412692   3100.049785190923    3100.0130506674577   3099.976512785822
0.0007659859627493521   3123.037320156463    3122.999726046718   3122.9623347396064
0.0007720411508415298   3146.1885104058    3146.1500366844934   3146.1117721180904
0.0007781442057414759   3169.504392828358    3169.4650190068132   3169.4258608898044
0.0007842955058406197   3192.9860092383033    3192.945714353837   3192.9056419269605
0.0007904954325216111   3216.6344063778633    3216.593168982919   3216.5521610082988
0.0007967443701819635   3240.450635920334    3240.4084340713675   3240.3664688215704
0.0008030427062578881   3264.435754472997    3264.392565719127   3264.3496209660207
0.0008093908312483118   3288.590823579455    3288.546624950828   3288.502677954155
0.0008157891387390932   3312.9169097219756    3312.8716777179125   3312.826705213623
0.0008222380254274219   3337.4150843233    3337.3687949001164   3337.3227730884264
0.0008287378911464149   3362.0864237406413    3362.039052299245   3361.9919568324376
0.0008352891388899043   3386.932007582225    3386.8835289554436   3386.8353349254094
0.0008418921748374266   3411.9529165105723    3411.9033049501995   3411.85398687576
0.0008485474083794039   3437.1502354393715    3437.099464602919   3437.0489964167787
0.0008552552521425266   3462.5250540446705    3462.473096981774   3462.421452017195
0.0008620161220153345   3488.0784667613925    3488.0252958999736   3487.9724468771633
0.000868830437174006   3513.811572780032    3513.757159912065   3513.703078924234
0.0008756986201083441   3539.7254760425612    3539.6697923095776   3539.6144508087173
0.0008826210966479717   3565.8212852381093    3565.764301116348   3565.7076698986634
0.0008895982959887343   3592.1001137982075    3592.041799083483   3591.9838482744944
0.0008966306507193069   3618.5630798918405    3618.5034036840075   3618.444102723369
0.0009037185968480191   3645.211306419768    3645.150237106843   3645.089554732763
0.0009108625738298849   3672.045921008771    3671.983426250763   3671.9213304841014
0.0009180630245938507   3699.0680555090694    3699.0041022213577   3698.9405603493865
0.0009253203955702538   3726.278839202763    3726.2133935393376   3726.148372099264
0.000932635136718506   3753.679400321987    3753.612427658164   3753.5458924202508
0.0009400077015549877   3781.270871264933    3781.20233617972   3781.1342521299134
0.0009474385471811682   3809.0543887141944    3808.984254972162   3808.914586294397
0.0009549281343119428   3837.0310936213673    3836.959324154185   3836.8880342122657
0.0009624769273042019   3865.202131191064    3865.1286880785433   3865.055739397617
0.0009700853941856182   3893.568650864528    3893.49349531536   3893.4188495629737
0.0009777540066836662   3922.1318063027115    3922.054898634667   3921.9785166014353
0.0009854832402548658   3950.8927553686817    3950.8140549884124   3950.7358965682406
0.0009932735741142666   3979.8526601096914    3979.7721254921066   3979.692149661953
0.0010011254912651551   4009.0126867383406    4008.9302754054725   4008.84844020471
0.0010090394785290024   4038.3740056051884    4038.28967410462   4038.20593661387
0.0010170160265756487   4067.9377885705503    4067.8514924532683   4067.7658087728228
0.0010250556299537198   4097.705201538055    4097.616895336125   4097.529220564041
0.0010331587871212965   4127.6774117406    4127.587048944195   4127.497337153787
0.0010413260004768143   4157.855590029916    4157.763123063718   4157.671327280551
0.0010495577763902147   4188.240910847046    4188.146291046199   4188.052363224548
0.0010578546252343365   4218.834552187645    4218.737729773145   4218.6416207719085
0.001066217061416565   4249.637695572286    4249.538619625827   4249.440279183971
0.00107464560341072   4280.651526030977    4280.550144469255   4280.449521180673
0.0010831407737892061   4311.877232035429    4311.773491583816   4311.670532871598
0.0010917030992554063   4343.316005504575    4343.209851670338   4343.104503760635
0.0011003331106763437   4374.969041748643    4374.860418793396   4374.75262668845
0.0011090313431155936   4406.837539430413    4406.726390342157   4406.616097793058
0.001117798335866456   4438.922700296441    4438.808966760776   4438.696116239254
0.0011266346324853925   4471.2257206220565    4471.109342993228   4470.993875663466
0.001135540780825728   4503.747789106731    4503.6287063777745   4503.5105620672375
0.0011445173330716183   4536.490096445255    4536.368246217719   4536.247363387618
0.0011535648457722848   4569.453835901749    4569.329154354152   4569.2054700685585
0.0011626838798765179   4602.6402033077575    4602.512625163872   4602.386075059003
0.0011718750007674618   4636.050396886025    4635.919855382103   4635.790373634094
0.0011811387782976641   4669.685617406235    4669.552044257744   4669.419563550342
0.0011904757868244087   4703.547067903569    4703.410393271204   4703.274844762568
0.0011998866052453263   4737.635953798948    4737.496106253402   4737.3574195418305
0.0012093718170342823   4771.95348280125    4771.810389288179   4771.6684923779085
0.0012189320102775592   4806.500864709291    4806.354450512613   4806.209269777935
0.0012285677777103133   4841.279311662872    4841.129500367576   4840.980960516638
0.0012382797167533265   4876.290035977481    4876.136749431993   4875.984773470344
0.0012480684295500433   4911.5342399338715    4911.377398211233   4911.221907403709
0.001257934523003909   4947.013122725982    4946.852644084581   4946.6935579172705
0.0012678786088159944   4982.727884798433    4982.5636856419005   4982.400921783022
0.0012779013035229241   5018.679727880348    5018.511722715427   5018.345196974344
0.0012880032285350963   5054.869855105312    5054.697956500196   5054.527582786733
0.0012981850101752178   5091.299470660035    5091.1235892013965   5090.9492794842545
0.001308447279717132   5127.9697797632125    5127.789824011368   5127.611488274217
0.0013187906734249603   5164.8819888845055    5164.697865328808   5164.515411527084
0.0013292158325925454   5202.037305329772    5201.848918342954   5201.662252359423
0.001339723403583219   5239.43693710311    5239.244188893597   5239.053214492008
0.0013503140378698733   5277.082093361213    5276.884883924926   5276.689502703107
0.0013609883920753505   5314.973983763905    5314.772210836175   5314.572322179171
0.001371747128013158   5353.113810682261    5352.9073696875985   5352.702870719131
0.0013825909127284952   5391.502761758691    5391.291545759136   5391.082331291128
0.001393520418539617   5430.142022744334    5429.925922388538   5429.711884871826
0.0014045363230795137   5469.03277896234    5468.811682432237   5468.592711905044
0.0014156393093379264   5508.176215127539    5507.950008082842   5507.725992116368
0.0014268300657036884   5547.573515887382    5547.342081410232   5547.112905054944
0.0014381092860074123   5587.225865056981    5586.989083595695   5586.754629327286
0.0014494776695645032   5627.134445607781    5626.892194918951   5626.6523425816495
0.001460935921218519   5667.300439791739    5667.052594878939   5666.807221626196
0.0014724847513848647   5707.725029175128    5707.471462229913   5707.2204424670745
0.0014841248760948478   5748.409394147428    5748.149974487915   5747.893179812957
0.0014958570170400661   5789.354713743512    5789.089307750634   5788.826606892037
0.0015076819016171565   5830.5621647164135    5830.2906357675565   5830.021894520252
0.0015196002629728872   5872.0329058070165    5871.755114213034   5871.480195377029
0.001531612840049622   5913.76808267135    5913.483885610258   5913.202648926597
0.0015437203776311297   5955.768838076373    5955.478089523711   5955.190391607168
0.001555923626388761   5998.036312769721    5997.738863426537   5997.444557695672
0.0015682233429279936   6040.571644841676    6040.267342065371   6039.966278675794
0.0015806202898353354   6083.375969500074    6083.064657232116   6082.756683006
0.001593115235725613   6126.450418728058    6126.131937417942   6125.816895771159
0.0016057089552896219   6169.7961219510535    6169.470308477366   6169.148039343034
0.001618402229342159   6213.414205547843    6213.08089314411   6212.751232899991
0.0016311958448704284   6257.30579242749    6256.964810602738   6256.627591995423
0.0016440905950828432   6301.472001826218    6301.123176283755   6300.778228349574
0.0016570872794582   6345.9139495472355    6345.557102097592   6345.204250078825
0.0016701867037952475   6390.632740958339    6390.267689438466   6389.906754704849
0.0016833896802626426   6435.6294532739    6435.256011463282   6434.886811431002
0.0016966970274493122   6480.90515402589    6480.523131559063   6480.145479607073
0.0017101095704152025   6526.460904903734    6526.070107176595   6525.683812555374
0.001723628140742433   6572.297763818435    6571.897991896843   6571.502859640293
0.0017372535765868508   6618.416782507914    6618.007833037436   6617.603663875897
0.0017509867227300056   6664.819007115501    6664.400672226086   6663.987262494567
0.001764828430631519   6711.5054774785285    6711.07754468605   6710.654686228748
0.0017787795584818797   6758.477228099791    6758.039480200619   6757.606960269586
0.001792840971255645   6805.7352877890025    6805.2875027638875   6804.8451039268
0.0018070135407650782   6853.280678665393    6852.822629577591   6852.370129618126
0.0018212981457141966   6901.114416425282    6900.645871313795   6900.183043130789
0.0018356956717532511   6949.237508257801    6948.758230025847   6948.28484152443
0.0018502070115336393   6997.650937140965    6997.160683444748   6996.676497429068
0.0018648330647632444   7046.355657142799    7045.85418028641   7045.358954359518
0.0018795747382622254   7095.352612990599    7094.839659811892   7094.33314626567
0.001894432946019236   7144.642740716501    7144.11805247067   7143.599998173067
0.001909408609248093   7194.226966760605    7193.690278992176   7193.160425265144
0.0019245026564448872   7244.106211050358    7243.557253474416   7243.015335978958
0.00193971602344556   7294.281383204027    7293.719879587552   7293.1656282090335
0.0019550496534839175   7344.753383563324    7344.179051597655   7343.612190324875
0.0019705044972501175   7395.523102551221    7394.935653723354   7394.355900524324
0.0019860815129496023   7446.591420291747    7445.9905597413635   7445.397626425302
0.0020017816663625205   7497.959209443994    7497.344635833838   7496.738227927471
0.002017605930903598   7549.627331200431    7548.998736585445   7548.3785532059965
0.002033555287682495   7601.596632337276    7600.953702023274   7600.319435745074
0.0020496307255646238   7653.867925668582    7653.210338073326   7652.561674792346
0.0020658332412324754   7706.442003607492    7705.769430100693   7705.106048883319
0.0020821638392474013   7759.3196499117075    7758.631754673003   7757.953327617552
0.002098623532111903   7812.501634406284    7811.798074280944   7811.104266380531
0.0021152133403324063   7865.988714542135    7865.2691388869025   7864.559607882015
0.002131934292482527   7919.781635072886    7919.045685598056   7918.320081825826
0.0021487874252668544   7973.881125187933    7973.128435784766   7972.386402012438
0.0021657737835852177   8028.287906483369    8027.518103058126   8026.759274323729
0.002182894420597477   8083.002684542782    8082.21538486313   8081.439388329721
0.0022001503977888085   8138.026151394438    8137.220964918879   8136.427419711308
0.0022175427850355317   8193.358985262172    8192.535512967268   8191.724030006592
0.0022350726606714323   8249.001847332518    8248.159681527359   8247.329863353649
0.002252741111554624   8304.955366567583    8304.094090699073   8303.245531284512
0.002270549233134925   8361.220118942552    8360.339307435686   8359.471592033171
0.0022884981295217912   8417.796659473463    8416.895877547116   8416.008582513812
0.002306588913552759   8474.685526394927    8473.764329869813   8472.857022486303
0.0023248227068624486   8531.887239514645    8530.945174621022   8530.017412901063
0.0023432006399520975   8589.402300634503    8588.43890378013   8587.490236259457
0.002361723852259663   8647.23119907558    8646.245996664677   8645.27596221779
0.00238039349223046   8705.374403180902    8704.366911416428   8703.375039074122
0.0023992107173883676   8763.832363118661    8762.802087790471   8761.78789654037
0.0024181766944075976   8822.605510607156    8821.551946883767   8820.514945464718
0.0024372925991850195   8881.694254252232    8880.616886444439   8879.556573128084
0.002456559616913081   8941.09899049541    8939.997291811158   8938.913154160848
0.0024759789421532805   9000.820093247185    8999.693525595609   8998.5850402877
0.002495551778910234   9060.857893758963    9059.705907526797   9058.572540133518
0.002515279340706317   9121.212690474327    9120.03472429022   9118.875929059446
0.0025351628506569157   9181.88476012463    9180.680240622987   9179.4954602496
0.00255520354154625   9242.874351657112    9241.642693197567   9240.431358556505
0.0025754026559038144   9304.181705613304    9302.922310027845   9301.683839940524
0.002595761446081402   9365.807033816714    9364.519290191922   9363.253091212799
0.002616281174330769   9427.750525720534    9426.433810136992   9425.139276308442
0.0026369631128818805   9490.012348072893    9488.66602334509   9487.342535952615
0.002657808544021799   9552.59264232385    9551.2160577294   9549.862985042253
0.0026788187601741744   9615.491523733144    9614.084014683762   9612.700711641179
0.0026999950639793875   9678.70909586861    9677.269983657776   9675.855791632497
0.0027213387683753076   9742.245431536026    9740.774023078988   9739.328269632724
0.002742851196678699   9806.100561525329    9804.596149078514   9803.118147692405
0.002764533682667256   9870.274442333986    9868.736303205942   9867.22535301143
0.0027863875706623143   9934.76699157041    9933.194387822627   9931.649773316578
0.002808414215612187   9999.578098276304    9997.970276343629   9996.39126702762
0.002830614983176177   10064.70763695174    10063.063827377953   10061.449677511131
0.0028529912498092497   10130.155446207458    10128.474863355246   10126.824811675508
0.002875544402847362   10195.921336416519    10194.20317814633   10192.516447574459
0.002898275840593496   10262.005089340373    10260.248536688752   10258.52433401918
0.002921186972404342   10328.406453869786    10326.610670707803   10324.848186296887
0.002944279218777684   10395.125145306487    10393.289277914575   10391.487685263244
0.0029675540114404613   10462.160868503928    10460.284045270588   10458.442500744506
0.0029910127934375517   10529.513287294843    10527.59461840472   10525.712260946188
0.00301465701922123   10597.18203347609    10595.220610553184   10593.296561342831
0.003038488154741352   10665.166675014889    10663.1615707651   10661.194932891647
0.0030625076775362275   10733.466716154982    10731.416984007878   10729.406842127004
0.0030867170768242515   10802.08161103675    10799.986284673523   10797.931704547538
0.003111117853596219   10871.010815214584    10868.868908177716   10866.768936334598
0.003135711520708398   10940.25373285905    10938.064238255634   10935.917901693403
0.0031604996029763114   11009.80973393046    11007.571624034392   11005.377929851566
0.003185483637269296   11079.67815384066    11077.39037968759   11075.148314711707
0.0032106651726057757   11149.85829302275    11147.519784006745   11145.22831440514
0.0032360457702493043   11220.34939631004    11217.959059699617   11215.617130535258
0.0032616270038053684   11291.150706023025    11288.70742642805   11286.313961141423
0.0032874104593189394   11362.261420985915    11359.76406007653   11357.317960238046
0.0033133977353728243   11433.680698081633    11431.128094153126   11428.628239055297
0.003339590443186771   11505.407644846706    11502.79861238059   11500.243858621401
0.003365990206717365   11577.44127229035    11574.77460151247   11572.163782591047
0.0033925986627587074   11649.780522490111    11647.054978911925   11644.386904788053
0.003419417461043914   11722.424298830743    11719.63862255121   11716.912079009435
0.003446448264347385   11795.371495195337    11792.524400582492   11789.738148906123
0.0034736927485879065   11868.620944092889    11865.711119348422   11862.86389594567
0.003501152602932543   11942.171436715327    11939.197543391545   11936.288059327373
0.003528829529901388   12016.021722618649    12012.982395124278   12010.00933566336
0.003556725245473105   12090.170509235344    12087.064354327504   12084.02637846898
0.0035848414791913286   12164.616424943826    12161.442021084677   12158.337760951628
0.0036131799742718804   12239.358118234215    12236.114014924955   12232.942075130206
0.0036417424877108703   12314.394175043652    12311.078892506055   12307.837849877811
0.0036705307903936186   12389.72312970682    12386.335158360875   12383.023561466041
0.003699546667204452   12465.34342617671    12461.881226115793   12458.49759474826
0.0037287919171373743   12541.25339519882    12537.715395640613   12534.258220342987
0.0037582683534075866   12617.45130422793    12613.83590295007   12610.303644471935
0.003787977803563932   12693.935345279233    12690.24090772815   12686.631996188042
0.0038179221096021868   12770.703743765525    12766.928602584992   12763.241437023937
0.0038481031280792745   12847.754632029013    12843.897086628076   12840.130034634281
0.003878522730228357   12925.086093196069    12921.144409153207   12917.29580631612
0.003909182802074875   13002.696160886606    12998.668569340132   12994.736718685846
0.0039400852445534654   13080.582818670708    13076.467515702256   13072.450687135042
0.00397123197362583   13158.74396820049    13154.53911419122   13150.435543849766
0.004002624920399507   13237.177477151557    13232.88119563861   13228.689084853335
0.0040342660312476285   13315.88121780265    13311.491595161495   13307.20911019779
0.004066157267929573   13394.852960511245    13390.368045440195   13385.993316983255
0.004098300607712615   13474.090346029405    13469.508148919087   13465.03927151233
0.004130698043494484   13553.59092275043    13548.909415006423   13544.344446441619
0.004163351583926967   13633.352183411263    13628.569296756326   13623.906257445997
0.004196263253540412   13713.371510466408    13708.485136173987   13703.722008424718
0.004229435092869272   13793.646289602655    13788.654277203572   13783.789003970112
0.004262869158578595   13874.173886540842    13869.07404359078   13864.104528325623
0.004296567523591563   13954.95156784333    13949.741659315403   13944.665765410173
0.004330532277217997   14035.976542855693    14030.654290416567   14025.469840538743
0.0043647655252839045   14117.245963131618    14111.80904439675   14106.513819816291
0.004399269390262039   14198.756922257771    14193.20297004422   14187.794709936388
0.00443404601140348   14280.506381613892    14274.832983008147   14269.309383620262
0.004469097544870294   14362.49132921404    14356.696024047369   14351.054737236842
0.004504426163869197   14444.708700266201    14438.788981019045   14433.0276141728
0.004540034058786303   14527.155233757558    14521.108544941926   14515.224660458383
0.004575923437322917   14609.827594118618    14603.651331442205   14597.642445992444
0.004612096524632431   14692.722382960008    14686.413892516997   14680.277476333564
0.004648555563458273   14775.836138653125    14769.392716145829   14763.126192251557
0.004685302814272963   14859.165253734678    14852.584143472688   14846.184886840523
0.004722340555418248   14942.706124811508    14935.984517839324   14929.449853506925
0.004759671083246385   15026.455182754224    15019.590216786715   15012.917419907284
0.004797296712262496   15110.408709389163    15103.397468179319   15096.583763476896
0.004835219775268082   15194.562922039458    15187.402434488464   15180.444995467797
0.004873442623505637   15278.913972975624    15271.601212241661   15264.49716041409
0.004911967626804449   15363.457949187796    15355.989831834437   15348.736235882707
0.004950797173727518   15448.190802098974    15440.564187126487   15433.158062081044
0.0049899336717196515   15533.108282312385    15525.319968936352   15517.758274004404
0.005029379547256726   15618.206255327805    15610.252982657923   15602.53262103886
0.005069137245996117   15703.480360949334    15695.35880773887   15687.47662640873
0.005109209232928355   15788.926168763586    15780.632952362012   15772.58574116959
0.005149597992529941   15874.539178147435    15866.070853616766   15857.855344516196
0.005190306028917386   15960.314817595941    15951.667876681391   15943.280742783583
0.005231335866002459   16046.248444814682    16037.419315071762   16028.85716984676
0.0052726900476486906   16132.335046319504    16123.320088867333   16114.57948414287
