# k[h/Mpc]   P_delta,delta   P_delta,theta   P_theta,theta 
2.613339883119436e-05   123.48085662059194    123.48085489096862   123.48085316163494
2.633998570498354e-05   124.41775782177372    124.41775605136426   124.4177542812537
2.654820566663464e-05   125.3617669813358    125.36176516917847   125.3617633573296
2.6758071625854438e-05   126.31293805089858    126.31293619600886   126.31293434143748
2.696959659440211e-05   127.27132539202452    127.27132349339482   127.27132159509361
2.7182793686895962e-05   128.23698377934105    128.2369818359399   128.23697989287768
2.7397676121626536e-05   129.2099684036788    129.20996641445043   129.20996442557194
2.7614257221376147e-05   130.19033487524675    130.19033283911057   130.19033080333537
2.7832550414244917e-05   131.17813922681873    131.17813714266856   131.17813505889094
2.80525692344833e-05   132.17343791695043    132.173435783654   132.17343365074214
2.827432732333123e-05   133.17628783322232    133.17628564962084   133.17628346641618
2.849783842986387e-05   134.18674629535212    134.18674406025931   134.186741825576
2.872311641184405e-05   135.20487103658292    135.20486874878455   135.2048664614088
2.8950175236581484e-05   136.23072018299638    136.23071784124963   136.23071549993904
2.917902898179871e-05   137.26435229526012    137.26434989829283   137.26434750177563
2.940969183650394e-05   138.30582637737493    138.30582392388493   138.3058214708594
2.9642178101870774e-05   139.35520188001738    139.35519936867183   139.35519685780562
2.9876502192124887e-05   140.41253870391827    140.4125361333529   140.4125335632822
3.0112678635437697e-05   141.47789720326082    141.47789457207915   141.477891941408
3.0350722074827135e-05   142.55133818910565    142.5513354958783   142.5513328031778
3.059064726906549e-05   143.6329229328426    143.6329201761065   143.63291741991404
3.08324690935945e-05   144.72271316966797    144.72271034792553   144.72270752674413
3.10762025414476e-05   145.8207711020872    145.8207682138055   145.82076532610287
3.132186272417951e-05   146.9271594034446    146.92715644705459   146.92715349126215
3.1569464872803143e-05   148.04194122429945    148.04193819819508   148.04193517270744
3.181902433873395e-05   149.16518022939331    149.1651771319307   149.16517403510449
3.2070556594741714e-05   150.29694059127758    150.29693742077407   150.29693425092728
3.232407723590984e-05   151.43728697019694    151.4372837249301   151.43728048034106
3.2579601980602276e-05   152.58628451729845    152.58628119550534   152.58627787441165
3.283714667143807e-05   153.74399887837336    153.74399547824942   153.7439920788473
3.3096727276273584e-05   154.91049619760827    154.9104927173064   154.91048923774946
3.335835988919253e-05   156.08584312137245    156.08583955900198   156.0858359974003
3.3622060731503815e-05   157.2701068020381    157.2701031556638   157.27009951008284
3.388784615274723e-05   158.46335490182142    158.4633511694624   158.46334743792215
3.415573263170718e-05   159.66565559666026    159.66565177628897   159.66564795676257
3.442573677743432e-05   160.8770775801147    160.8770736696557   160.87706976006865
3.4697875330275375e-05   162.09769006729942    162.09768606462836   162.0976820628572
3.4972165162911e-05   163.32756277754808    163.32755868049057   163.32755458436168
3.524862328140191e-05   164.5667658858341    164.56676169216442   164.56675749945308
3.5527266826243284e-05   165.8153700820675    165.81536578950738   165.81536149793627
3.580811307342744e-05   167.07344659033313    167.0734421965508   167.07343780378906
3.609117943551497e-05   168.34106717292028    168.3410626755288   168.3410581791905
3.637648346271435e-05   169.61830413437096    169.61829953092706   169.61829492857015
3.666404284397003e-05   170.905230325556    170.90522561355897   170.9052209026837
3.695387540805913e-05   172.20191914779707    172.20191432468715   172.20190950273485
3.724599912469691e-05   173.50844455699897    173.50843962015605   173.5084346845078
3.7540432105650804e-05   174.82488106783177    174.824876014574   174.82487096254908
3.783719260586343e-05   176.15130375793152    176.1512985855137   176.15129341436815
3.8136299024584366e-05   177.48778827213516    177.4877829777474   177.4877776846727
3.843776990651091e-05   178.8344108288415    178.8344054096078   178.83439999172913
3.8741623942937865e-05   180.19124827997607    180.1912427329524   180.19123718732712
3.904787997291641e-05   181.55837812325356    181.55837244542664   181.55836676904283
3.935655698442211e-05   182.93587844794212    182.93587263622757   182.93586682600227
3.9667674115532226e-05   184.3238279361372    184.32382198737778   184.32381604015526
3.998125065561219e-05   185.7223058672638    185.722299778228   185.72229369077826
4.029730604651165e-05   187.13139212261677    187.13138588999675   187.13137965901356
4.0615859883769796e-05   188.55116718993864    188.5511608103487   188.55115443244796
4.093693191783035e-05   189.98171216802055    189.981705637995   189.98169910971265
4.1260542055266065e-05   191.42310877135353    191.42310208734506   191.4230954051355
4.158671036001293e-05   192.87543933480225    192.87543249317977   192.87542565341386
4.1915457054614175e-05   194.33878681832368    194.33877981537066   194.33877281433357
4.224680252147405e-05   195.81323481171293    195.8132276436251   195.81322047751448
4.258076730412154e-05   197.29886753213114    197.29886019501456   197.29885285993836
4.2917372108484104e-05   198.7957697931663    198.79576228303512   198.7957547750097
4.3256637804171396e-05   200.30402703557488    200.3040193483494   200.30401166329696
4.3598585425769234e-05   201.82372534726403    201.82371747876817   201.82370961251496
4.394323617414372e-05   203.3549514682262    203.35494341418567   203.35493536245946
4.429061141775574e-05   204.8977927954561    204.89778455149556   204.89777630992344
4.464073269398574e-05   206.45233738792848    206.45232894956956   206.4523205136754
4.499362171046915e-05   208.01867397160444    208.01866533426315   208.0186566994655
4.53493003464422e-05   209.59689194447802    209.5968831034623   209.59687426507153
4.570779065409842e-05   211.1870813816556    211.18707233216264   211.18706328537866
4.6069114859956e-05   212.7893330404843    212.7893237775982   212.7893145175077
4.643329536623567e-05   214.40373836570336    214.40372888439222   214.40371940596603
4.680035475224979e-05   216.0303894943097    216.0303797894229   216.03037008751343
4.717031577580219e-05   217.6693792307028    217.66936929696837   217.6693593663065
4.754320137459922e-05   219.3208010274176    219.3207908594393   219.32078069463182
4.791903466767183e-05   220.9847490372798    220.98473862953406   220.98472822506062
4.829783895680904e-05   222.6613181240957    222.6613074709287   222.6612968211387
4.867963772800257e-05   224.3506038679989    224.3505929636236   224.35058206273322
4.906445465290304e-05   226.05270257083288    226.05269140932572   226.052680251415
4.9452313590287615e-05   227.76771126158505    227.76769983688285   227.76768841589214
4.9843238587539215e-05   229.49572770184335    229.49571600773987   229.4957043174666
5.023725388213752e-05   231.23685039131223    231.23683842145493   231.2368264555504
5.0634383903161644e-05   232.99117857335202    232.99116632123867   232.99115407320448
5.1034653272804795e-05   234.7588122405788    234.75879969955386   234.7587871627385
5.1438086807900845e-05   236.5398521404888    236.53983930373963   236.53982647133472
5.184470952146293e-05   238.3343997938601    238.3343866544136   238.3343735194503
5.2254546624234366e-05   240.14255762226847    240.142544172987   240.1425307283322
5.266762352625162e-05   241.96442890437532    241.964415137953   241.96440137630532
5.308396583841985e-05   243.80011770474997    243.8001036137087   243.8000895275947
5.350359937410066e-05   245.64972887880364    245.6497144554888   245.64970003725892
5.3926550150712636e-05   247.51336807880438    247.51335331538104   247.51333855720534
5.43528443913444e-05   249.39114175995667    249.39112664840505   249.3911115422689
5.478250852638046e-05   251.2831571865139    251.28314171862525   251.28312625632523
5.521556919513989e-05   253.18952243793993    253.18950660531164   253.18949077845087
5.565205324752799e-05   255.110346415122    255.11033020915366   255.1103140091372
5.609198774570097e-05   257.04573884662415    257.04572225851234   257.0457056765428
5.653539996574383e-05   258.9958102949995    258.99579331573324   258.99577634280575
5.6982317399361484e-05   260.96067216303646    260.9606547833924   260.96063741028973
5.7432767755583245e-05   262.9404365915113    262.94041880204844   262.9404010193364
5.78867789624808e-05   264.9352162519117    264.93519804296665   264.9351798409881
5.834437916889979e-05   266.945124604136    266.9451059658173   266.94508733468814
5.880559674620498e-05   268.9702759592588    268.9702568814419   268.9702378110445
5.9270460290039326e-05   271.0107854858483    271.0107659581701   271.0107464381485
5.973899862209697e-05   273.0667692163267    273.06674922817945   273.06672924793395
6.02112407919101e-05   275.1383440533776    275.13832359390364   275.1383031425841
6.068721607865008e-05   277.22562777640644    277.22560683449234   277.2255859009934
6.116695399294279e-05   279.3287390480322    279.3287176123023   279.3286961852566
6.165048427869825e-05   281.4477974206453    281.4477754794555   281.4477535472279
6.213783691495474e-05   283.5829233430087    283.58290088444073   283.58287843512153
6.262904211773761e-05   285.7342381668925    285.7342151787471   285.7341922001462
6.312413034193256e-05   287.9018641705871    287.9018406403773   287.9018171200173
6.362313228317391e-05   290.08592490859246    290.085900823537   290.0858767486463
6.412607887974776e-05   292.28654521583184    292.2865205628477   292.2864959203536
6.463300131451015e-05   294.5038508933686    294.5038256590648   294.5038004355864
6.514393101682037e-05   296.73796870221213    296.73794287288166   296.73791705472274
6.565889966448969e-05   298.98902637069733    298.98899993230987   298.9889735054514
6.617793918574527e-05   301.25715260190873    301.25712554010335   301.2570984901956
6.670108176120983e-05   303.54247708118163    303.54244938125856   303.5424216936137
6.722835982589681e-05   305.8451304836324    305.84510213054534   305.8450737901292
6.77598060712213e-05   308.16524448178313    308.165215460131   308.16518645155503
6.829545344702707e-05   310.5029517532188    310.5029220472373   310.50289235475003
6.88353351636293e-05   312.8583859883102    312.8583555818633   312.8583251893422
6.937948469387372e-05   315.2316818980032    315.2316507745744   315.2316196655168
6.992793577521193e-05   317.62297510086364    317.622943243547   317.6229114010611
7.048072241179315e-05   320.03240164401205    320.03236903550294   320.032336442299
7.103787887657243e-05   322.4600984083227    322.46006503090865   322.46003166928915
7.159943971343564e-05   324.9062032987204    324.9061691342713   324.906134986122
7.216543973934117e-05   327.3708552518116    327.37082028176985   327.3707853285491
7.27359140464786e-05   329.85419424348527    329.8541584488561   329.85412267158586
7.331089800444447e-05   332.3563612965945    332.356324657935   332.35628803718953
7.389042726243511e-05   334.87749848866474    334.8774609860737   334.8774235019697
7.447453775145702e-05   337.417748959691    337.4177105727981   337.4176722049834
7.506326568655447e-05   339.97725691995686    339.9772176279117   339.9771783555549
7.565664756905501e-05   342.55616765794133    342.5561274394018   342.5560872411802
7.625472018883246e-05   345.1546275482557    345.15458638137665   345.15454523546526
7.685752062658781e-05   347.7727840639921    347.7727419264135   347.77269981047306
7.746508625614848e-05   350.4107860317533    350.4107429005879   350.4106997917524
7.807745474678522e-05   353.06878378257215    353.06873963439284   353.06869550925785
7.86946640655479e-05   355.74692881842367    355.7468836292515   355.7468384638605
7.931675247961921e-05   358.44537378903186    358.44532753432213   358.44528130415404
7.99437585586875e-05   361.1642725005694    361.164225155199   361.16417783515504
8.057572117733787e-05   363.9037799244172    363.9037314626706   363.90368302706014
8.121267951746261e-05   366.6640522059878    366.664002601543   366.66395302407045
8.185467307069028e-05   369.445246673634    369.44519589954876   369.4451451532981
8.250174164083451e-05   372.2475218476032    372.24746987629976   372.247417933721
8.315392534636147e-05   375.07103744906766    375.0709842523182   375.07093108521207
8.381126462287757e-05   377.9159544092347    377.91589995814604   377.9158455376484
8.447380022563622e-05   380.78243487850017    380.78237914349756   380.78232344006426
8.514157323206489e-05   383.67064220341217    383.67058515422383   383.6705281376142
8.581462504431172e-05   386.58074068386924    386.58068228950964   386.58062392877054
8.649299739181265e-05   389.5128957101684    389.51283593892174   389.5127762023705
8.717673233387848e-05   392.46727391370274    392.46721273310527   392.46715158831273
8.786587226230271e-05   395.44404317741476    395.4439805542376   395.4439179680103
8.856045990398987e-05   398.4433726451116    398.4433085453426   398.4432444837048
8.926053832360432e-05   401.4654327308543    401.46536711967934   401.46530154785495
8.996615092624069e-05   404.5103951284168    404.51032797020116   404.5102608525942
9.067734146011459e-05   407.5784328208027    407.5783640790717   407.5782953792477
9.139415401927546e-05   410.66972008986414    410.6696497272831   410.669579407949
9.21166330463399e-05   413.78443252594684    413.7843605043011   413.78428852728524
9.284482333524764e-05   416.9227470376439    416.922673317818   416.9225996440489
9.357877003403838e-05   420.08484186168863    420.08476640364495   420.0846909931305
9.43185186476513e-05   423.27089660497046    423.2708193677276   423.27074217953356
9.506411504074601e-05   426.48109230424603    426.4810132458565   426.48093423808416
9.581560544054663e-05   429.7156113701668    429.71553044769445   429.71544957745755
9.657303643970742e-05   432.9746375853126    432.9745547548089   432.9744719782108
9.733645499920203e-05   436.25835611443034    436.25827133091093   436.2581866030204
9.810590845123458e-05   439.5669535147711    439.5668667321913   439.5667800070188
9.888144450217474e-05   442.9006177464852    442.90052891771455   442.9004401481867
9.966311123551515e-05   446.25953818311154    446.25944725990905   446.25935639784336
0.00010045095711485295   449.64390562212947    449.64381255511665   449.6437195511953
0.00010124503098689436   453.05391229558575    453.0538170342205   453.0537218379636
0.0001020453820844831   456.4897518808219    456.48965437337046   456.48955693310893
0.00010285206002965311   459.9516195112659    459.9515197047751   459.95141996762214
0.00010366511483670483   463.4397117838018    463.4396096240703   463.43950753589337
0.00010448459691530643   466.95422671387274    466.9541221454214   466.9540176508124
0.00010531055707361886   470.49536375440994    470.4952567204523   470.4951497626974
0.00010614304652144635   474.0633238534457    474.06321429585654   474.06310481690616
0.00010698211687341107   477.6583094667209    477.6581973260051   477.6580852664419
0.0001078278201521536   481.2805245688933    481.2804097841531   481.28029508315984
0.00010868020879155801   484.93017466483815    484.9300571737406   484.929939769067
0.00010953933564000315   488.60746680103205    488.607346539775   488.60722636770464
0.00011040525396363885   492.3126095770093    492.3124864802868   492.3123634756019
0.00011127801744968888   496.0458131569166    496.0456871578833   496.0455612538296
0.00011215768020977917   499.80728928114473    499.8071603113797   499.8070314396304
0.00011304429678329307   503.5972512780407    503.59711926751055   503.59698735812907
0.0001139379221407525   507.4159140757232    507.4157789527437   507.41564393414626
0.00011483861168722653   511.2634941850754    511.26335587627284   511.26321767518874
0.0001157464212657661   515.1402096168331    515.1400680471046   515.1399265885376
0.00011666140716086663   519.0462799801386    519.0461350726109   519.0459902797978
0.00011758362610195757   522.9819265262814    522.9817782022697   522.9816299966391
0.0001185131352669194   526.9473721608515    526.9472203398165   526.9470686409464
0.00011944999228562924   530.9428414559671    530.9426860554714   530.9425307810454
0.00012039425524353326   534.9685606625748    534.9684015982381   534.9682426640003
0.00012134598268524857   539.0247577228567    539.0245949083102   539.0244322280207
0.00012230523361819257   543.1116622827444    543.1114956295833   543.1113291149704
0.0001232720675162418   547.2295057044729    547.2293351222098   547.2291646829229
0.0001242465443234189   551.3785210792726    551.3783464752868   551.378172018847
0.00012522872445760972   555.5589432401453    555.558764519634   555.558585951384
0.00012621866881430867   559.7710087724928    559.7708258384185   559.7706430614719
0.00012721643877039473   564.0149559384656    564.0147686915046   564.0145816066927
0.0001282220961879365   568.291024656912    568.2908329953992   568.2906415012179
0.00012923570341802793   572.5994566255035    572.5992604453793   572.5990644379336
0.00013025732330465388   576.9404953419976    576.940294536749   576.9400939096972
0.0001312870191885867   581.3143861174516    581.3141805780563   581.3139752225524
0.0001323248549113131   585.7213760894986    585.7211657043651   585.7209555089996
0.00013337089481899264   590.1617142357661    590.1614988906737   590.1612837414135
0.00013442520376644694   594.635651387355    594.6354309653909   594.6352107455169
0.00013548784712118098   599.1434402424246    599.1432146239217   599.1429892139666
0.00013655889076743573   603.6853353798942    603.6851044423657   603.6848737200489
0.00013763840111027286   608.2615932732066    608.261356891279   608.2611207314399
0.00013872644507969227   612.8724723042266    612.8722303495726   612.8719886241038
0.0001398230901347813   617.5182327834208    617.5179851246895   617.5177377024664
0.00014092840426789774   622.1991370036765    622.198883506422   622.1986302532324
0.00014204245600888483   626.9154492305728    626.9151897571815   626.9149305356532
0.00014316531442932064   631.667435696966    631.6671701065814   631.6669047761071
0.0001442970491468   636.455364617319    636.4550927657664   636.4548211824283
0.00014543773032925144   641.2795062022418    641.2792279419491   641.2789499584405
0.000146587428699287   646.1401326731334    646.1398478530517   646.1395633185972
0.00014774621553858755   651.0375182769145    651.0372267424366   651.0369355027108
0.0001489141626923219   655.9719393008714    655.9716408937467   655.9713427907908
0.00015009134257360163   660.9436740876383    660.9433686458879   660.9430635180239
0.0001512778281679702   665.95300305023    665.9526904080591   665.9523780898024
0.00015247369303792864   671.0002086872348    670.9998886749427   670.9995689969124
0.00015367901132749595   676.0855755971394    676.0852480410266   676.0849208298541
0.00015489385776680647   681.2093903250284    681.2090550473039   681.2087201255388
0.000156118307676743   686.3719411760521    686.3715979947369   686.3712551807519
0.0001573524369736065   691.5735185385931    691.5731672674209   691.5728163753124
0.00015859632217382334   696.8144149459696    696.8140553942862   696.8136962337752
0.000159850040398689   702.0949250919302    702.0945570645906   702.0941894409182
0.00016111366937914987   707.415345846261    707.4149691435233   707.4145928573469
0.00016238728746062237   712.7759762704867    712.7755906879045   712.7752055351884
0.00016367097360785065   718.1771176337096    718.1767229620202   718.1763287339271
0.00016496480740980205   723.6190734285299    723.6186694535417   723.618265936318
0.00016626886908460212   729.1021493871017    729.1017358895781   729.1013228644396
0.00016758323948450773   734.6266534972793    734.6262302528198   734.6258074958326
0.0001689080001009203   740.1928960188818    740.1924627978008   740.1920300797605
0.00017024323306943792   745.801189497986    745.8007460651876   745.8003031514952
0.00017158902117494828   751.451848756483    751.4513948713345   751.4509415218699
0.00017294544785676063   757.1451909157695    757.1447263319708   757.1442623009629
0.00017431259721378006   762.8815354333589    762.881059898809   762.8805849347032
0.0001756905540097205   768.6612041201746    768.6607173768356   768.6602312221569
0.00017707940367836113   774.4845211574611    774.4840229412176   774.4835253324319
0.00017847923232884258   780.3518131138482    780.3513031543652   780.3507938217369
0.00017989012675100614   786.2634089625014    786.2628869830774   786.262365650524
0.0001813121744207746   792.2196400984341    792.2191058158512   792.2185722007937
0.00018274546350557572   798.2208403559033    798.2202934802743   798.2197472934844
0.00018419008286980893   804.2673460259307    804.2667862605421   804.2662272059858
0.0001856461220803544   810.3594958739582    810.3589229151089   810.3583506897871
0.000187113671412127   816.4976311576211    816.4970446944589   816.4964589882434
0.0001885928218536725   822.6820955003392    822.6814952146922   822.6808957101581
0.00019008366511280973   828.9132345265418    828.9126200927465   828.9120064650011
0.00019158629362231574   835.1913962682881    835.1907673530137   835.1901392695214
0.00019310080054565736   841.5169312979205    841.516287559988   841.5156446803904
0.00019462727978276662   847.8901927459797    847.8895338361774   847.8888758121101
0.00019616582597586346   854.3115363192825    854.3108618801775   854.3101883550812
0.00019771653451532262   860.7813203191023    860.780629984847   860.7799405937757
0.00019927950154558874   867.299905659469    867.2991990556029   867.2984934250264
0.00020085482397113664   873.8676558856295    873.8669326288765   873.8662103764786
0.0002024425994624801   880.484937192544    880.4841968906061   880.4834576250795
0.00020404292646222674   887.1521184436136    887.1513606949572   887.1506040157905
0.00020565590419118225   893.8695711894533    893.8687955830935   893.8680210803567
0.0002072816326545013   900.6376696794661    900.6368757947437   900.6360830488651
0.00020892021264788874   907.4567906651744    907.4559780715284   907.4551666530703
0.0002105717457638484   914.327313377184    914.3264816339198   914.3256511033459
0.00021223633439798183   921.2496197804769    921.2487684365275   921.2479183439666
0.0002139140817553374   928.2240946075362    928.2232232012185   928.2223530862206
0.00021560509185680827   935.2511253776189    935.2502334363838   935.249342827673
0.00021730946954558257   942.3311024161451    942.3301894563228   942.3292778715424
0.0002190273204936429   949.464418874266    949.4634844008043   949.4625513462572
0.00022075875120831877   956.6514707484756    956.6505142546721   956.6495592250537
0.00022250386903888928   963.8926569004194    963.8916778676476   963.8907003457746
0.0002242627821832398   971.1883790768218    971.1873769742515   971.186376430782
