# Cosmological parameters
# z 0.0
# name demnunii
# H0 67.0
# Omega_k 0.0
# Omega_b 0.04999999999999999
# Omega_c 0.26999999999999996
# Omega_m 0.31999999999999995
# Omega_de 0.6799068075447904
# Omega_nu 0.0
# N_eff 3.046
# mass_neutrinos 0.0
# n_s 0.96
# A_s 2.21265e-09
# H_z 67.0
# D_A 0.0
# D_M 0.0
# D_H 4474.514298507463
# D_V 0.0
# r_drag 146.71804187203688
# DM_rd 0.0
# DH_rd 30.497369249311554
# DV_rd 0.0
# sigma8 0.8464806009326422
# fsigma8 0.4501495921255273
# f 0.5317896141146742
# 
# k[h/Mpc]  P_lin(k)[Mpc^3/h^3]
0.00010477186592621675    468.8259437747011
0.00010524274204684322    470.8474074973189
0.0001057157344256752    472.877577564977
0.00010619085257381043    474.9164912934974
0.00010666810604509239    476.96418615724247
0.00010714750443630221    479.0206997897855
0.00010762905738735207    481.08606998457617
0.00010811277458147871    483.1603346956113
0.00010859866574543811    485.243532038106
0.00010908674064970134    487.33570028917495
0.00010957700910865091    489.4368778885025
0.00011006948098077797    491.5471034390326
0.00011056416616888079    493.6664157076499
0.0001110610746202638    495.79485362587013
0.00011156021632693742    497.9324562905166
0.00011206160132581936    500.079262964435
0.00011256523969893617    502.23531307717025
0.00011307114157362595    504.4006462256683
0.00011357931712274223    506.57530217499385
0.00011408977656485836    508.7593208591918
0.00011460253016447285    510.9527423957107
0.0001151175882322162    513.155607095741
0.00011563496112505783    515.3679554442867
0.00011615465924651439    517.5898280986984
0.00011667669304685925    519.8212658894042
0.00011720107302333234    522.0623098206299
0.00011772780972035124    524.3130010711477
0.00011825691372972342    526.5733809949888
0.00011878839569085914    528.8434911222095
0.00011932226629098512    531.123373159606
0.00011985853626535993    533.4130689914732
0.00012039721639748955    535.7126206803498
0.00012093831751934411    538.0220704677745
0.00012148185051157601    540.3414607750294
0.00012202782630373858    542.6708342039002
0.00012257625587450567    545.0102335374459
0.0001231271502518927    547.3597017407475
0.0001236805205134783    549.7192819616874
0.00012423637778662697    552.0890175317095
0.00012479473324871298    554.4689519665982
0.00012535559812734513    556.8591289672544
0.00012591898370059224    559.2595924204646
0.00012648490129721034    561.6703863994969
0.00012705336229687026    564.0915551646344
0.00012762437813038636    566.5231431643348
0.00012819796027994663    568.9651950360902
0.0001287741202793434    571.4177556072144
0.00012935286971420525    573.8808698956548
0.0001299342202222301    576.354583110784
0.00013051818349341934    578.8389406542007
0.00013110477127031232    581.333988120559
0.00013169399534822322    583.8397712983538
0.00013228586757547785    586.3563361707572
0.00013288039985365175    588.883728916429
0.00013347760413780988    591.421995910341
0.00013407749243674684    593.9711837246003
0.00013468007681322815    596.5313391292755
0.0001352853693842333    599.1025090932441
0.00013589338232119892    601.6847407850055
0.00013650412785026368    604.2780815735439
0.00013711761825251434    606.88257902916
0.0001377338658642325    609.4982809243058
0.00013835288307714256    612.1252352344612
0.0001389746823386612    614.7634901389428
0.0001395992761521474    617.4130939861116
0.00014022667707715405    620.0740952218003
0.0001408568977296805    622.7465424756533
0.00014148995078242592    625.4304845817703
0.00014212584896504464    628.125970579575
0.00014276460506440182    630.833049714629
0.00014340623192483047    633.551771439507
0.00014405074244839004    636.2821854146156
0.00014469814959512572    639.0243415090815
0.00014534846638332874    641.7782898015871
0.00014600170588979875    644.5440805812376
0.00014665788125010635    647.3217643484278
0.00014731700565885723    650.1113918157084
0.00014797909236995767    652.9130139086502
0.00014864415469688103    655.7266817667391
0.00014931220601293522    658.5524467442298
0.000149983259751532    661.3903604110362
0.00015065732940645681    664.2404745536315
0.00015133442853214012    667.1028411759198
0.0001520145707439302    669.977512500127
0.00015269776971836682    672.8645409677094
0.00015338403919345594    675.7639792402529
0.00015407339296894651    678.6758802219905
0.0001547658449066076    681.6002971283751
0.00015546140893050707    684.5372834224341
0.0001561600990272919    687.4868927932831
0.00015686192924646927    690.4491791570556
0.0001575669137006888    693.4241966578741
0.00015827506656602682    696.4119996687488
0.00015898640208227116    699.4126427925897
0.00015970093455320734    702.426180863122
0.00016041867834690657    705.4526689458703
0.00016113964789601448    708.4921623391206
0.0001618638576980411    711.544716574883
0.00016259132231565283    714.6103874198714
0.00016332205637696503    717.6892308764798
0.00016405607457583608    720.7813031837636
0.00016479339167216298    723.8866608184147
0.0001655340224921783    727.0053604957843
0.0001662779819287478    730.1374591708312
0.00016702528494167058    733.2830140391545
0.0001677759465579794    736.4420825379808
0.0001685299818722429    739.6147223471745
0.00016928740604686945    742.8009913902304
0.00017004823431241169    746.0009478065731
0.00017081248196787284    749.2146498188636
0.00017158016438101464    752.4421558365192
0.00017235129698866603    755.6835245123249
0.00017312589529703355    758.9388147434604
0.0001739039748820135    762.2080856725231
0.0001746855513895049    765.4913966884831
0.00017547064053572383    768.788807427703
0.0001762592581075201    772.1003777749279
0.00017705141996269427    775.4261678642889
0.00017784714203031635    778.7662380803182
0.00017864644031104668    782.1206490589539
0.0001794493308774573    785.4894616885545
0.00018025582987435493    788.8727371109301
0.00018106595351910615    792.2705367223457
0.00018187971810196328    795.6829221745627
0.00018269713998639162    799.1099553758847
0.00018351823560939904    802.5516984921502
0.00018434302148186623    806.0082139478055
0.00018517151418887852    809.4795644269541
0.0001860037303900597    812.9658128743698
0.00018683968681990702    816.4670224965796
